"path","freq","age","sex","indexYear"
"aspirin-acetaminophen-penicillinv-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1958"
"aspirin-acetaminophen-penicillinv-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1965"
"aspirin-acetaminophen-penicillinv-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1969"
"aspirin-acetaminophen-penicillinv-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1951"
"aspirin-acetaminophen-penicillinv-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1952"
"aspirin-acetaminophen-penicillinv-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1971"
"aspirin-acetaminophen-penicillinv-amoxicillin-clavulanate",3,"0-10","female","1962"
"aspirin-acetaminophen-penicillinv-amoxicillin-clavulanate",3,"0-10","female","1965"
"aspirin-acetaminophen-penicillinv-doxylamine",3,"0-10","female","1955"
"aspirin-acetaminophen-penicillinv-doxylamine",3,"0-10","female","1962"
"aspirin-acetaminophen-penicillinv-doxylamine",3,"0-10","female","1971"
"aspirin-acetaminophen-penicillinv-doxylamine",3,"0-10","female","1974"
"aspirin-acetaminophen-penicillinv-doxylamine",3,"0-10","male","1951"
"aspirin-acetaminophen-penicillinv-doxylamine",3,"0-10","male","1958"
"aspirin-acetaminophen-penicillinv-doxylamine",3,"0-10","male","1965"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1951"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1960"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1965"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1969"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1973"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1951"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1952"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1953"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1955"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1961"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1963"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1965"
"aspirin-acetaminophen-penicillinv-doxylamine-amoxicillin+clavulanate",3,"10-20","male","1969"
"aspirin-amoxicillin",3,"0-10","female","1950"
"aspirin-amoxicillin+aspirin+clavulanate-acetaminophen-doxylamine-penicillinv",3,"0-10","male","1968"
"aspirin-amoxicillin+aspirin+clavulanate-penicillinv-acetaminophen",3,"0-10","male","1979"
"aspirin-amoxicillin+clavulanate",3,"0-10","female","1955"
"aspirin-amoxicillin+clavulanate",3,"0-10","female","1956"
"aspirin-amoxicillin+clavulanate",3,"0-10","female","1958"
"aspirin-amoxicillin+clavulanate",3,"0-10","female","1962"
"aspirin-amoxicillin+clavulanate",3,"0-10","female","1967"
"aspirin-amoxicillin+clavulanate",3,"0-10","female","1968"
"aspirin-amoxicillin+clavulanate",3,"0-10","female","1971"
"aspirin-amoxicillin+clavulanate",3,"0-10","male","1955"
"aspirin-amoxicillin+clavulanate",3,"0-10","male","1957"
"aspirin-amoxicillin+clavulanate",3,"0-10","male","1959"
"aspirin-amoxicillin+clavulanate",3,"0-10","male","1960"
"aspirin-amoxicillin+clavulanate",3,"0-10","male","1966"
"aspirin-amoxicillin+clavulanate",3,"0-10","male","1967"
"aspirin-amoxicillin+clavulanate",3,"10-20","female","1960"
"aspirin-amoxicillin+clavulanate",3,"10-20","female","1967"
"aspirin-amoxicillin+clavulanate",3,"20-30","female","1951"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1956"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1958"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1960"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1962"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1963"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1964"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1968"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1971"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1974"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1978"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1980"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","male","1953"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","male","1956"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","male","1958"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","male","1960"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","male","1963"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","male","1964"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","male","1969"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"0-10","male","1974"
"aspirin-amoxicillin+clavulanate-acetaminophen",3,"10-20","female","1989"
"aspirin-amoxicillin+clavulanate-acetaminophen+doxylamine",3,"0-10","female","1957"
"aspirin-amoxicillin+clavulanate-acetaminophen+doxylamine",3,"0-10","female","1960"
"aspirin-amoxicillin+clavulanate-acetaminophen+doxylamine",3,"0-10","female","1964"
"aspirin-amoxicillin+clavulanate-acetaminophen+doxylamine-penicillinv",3,"0-10","female","1958"
"aspirin-amoxicillin+clavulanate-acetaminophen+doxylamine-penicillinv",3,"0-10","male","1965"
"aspirin-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","female","1971"
"aspirin-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","female","1972"
"aspirin-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","male","1950"
"aspirin-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","male","1957"
"aspirin-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","male","1958"
"aspirin-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","male","1961"
"aspirin-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","male","1962"
"aspirin-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","male","1968"
"aspirin-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","male","1977"
"aspirin-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","male","1978"
"aspirin-amoxicillin+clavulanate-acetaminophen-doxylamine-penicillinv",3,"0-10","male","1955"
"aspirin-amoxicillin+clavulanate-acetaminophen-penicillinv",3,"0-10","female","1957"
"aspirin-amoxicillin+clavulanate-acetaminophen-penicillinv",3,"0-10","female","1973"
"aspirin-amoxicillin+clavulanate-acetaminophen-penicillinv",3,"0-10","female","1980"
"aspirin-amoxicillin+clavulanate-acetaminophen-penicillinv",3,"0-10","male","1952"
"aspirin-amoxicillin+clavulanate-acetaminophen-penicillinv",3,"0-10","male","1967"
"aspirin-amoxicillin+clavulanate-acetaminophen-penicillinv",3,"0-10","male","1970"
"aspirin-amoxicillin+clavulanate-acetaminophen-penicillinv",3,"20-30","male","1985"
"aspirin-amoxicillin+clavulanate-acetaminophen-penicillinv-doxylamine",3,"0-10","male","1952"
"aspirin-amoxicillin+clavulanate-acetaminophen-penicillinv-doxylamine",3,"0-10","male","1953"
"aspirin-amoxicillin+clavulanate-acetaminophen-penicillinv-doxylamine",3,"0-10","male","1965"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1967"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1968"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1973"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1951"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1952"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1957"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1959"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1962"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1963"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1967"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"10-20","female","1969"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"10-20","male","1961"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"10-20","male","1969"
"aspirin-amoxicillin+clavulanate-doxylamine",3,"20-30","male","1951"
"aspirin-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","female","1950"
"aspirin-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","female","1953"
"aspirin-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","female","1958"
"aspirin-amoxicillin+clavulanate-doxylamine-penicillinv",3,"0-10","female","1973"
"aspirin-amoxicillin+clavulanate-doxylamine-penicillinv",3,"10-20","male","1965"
"aspirin-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1961"
"aspirin-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1963"
"aspirin-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1966"
"aspirin-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1968"
"aspirin-amoxicillin+clavulanate-penicillinv",3,"0-10","male","1970"
"aspirin-amoxicillin+clavulanate-penicillinv-acetaminophen",3,"0-10","female","1964"
"aspirin-amoxicillin+clavulanate-penicillinv-acetaminophen",3,"0-10","female","1966"
"aspirin-amoxicillin+clavulanate-penicillinv-acetaminophen",3,"0-10","female","1971"
"aspirin-amoxicillin+clavulanate-penicillinv-acetaminophen",3,"0-10","female","1983"
"aspirin-amoxicillin+clavulanate-penicillinv-acetaminophen",3,"0-10","male","1951"
"aspirin-amoxicillin+clavulanate-penicillinv-acetaminophen",3,"0-10","male","1961"
"aspirin-amoxicillin+clavulanate-penicillinv-acetaminophen",3,"0-10","male","1965"
"aspirin-amoxicillin+clavulanate-penicillinv-acetaminophen",3,"0-10","male","1974"
"aspirin-amoxicillin+clavulanate-penicillinv-acetaminophen+doxylamine",3,"0-10","male","1963"
"aspirin-amoxicillin+clavulanate-penicillinv-acetaminophen-doxylamine",3,"0-10","male","1963"
"aspirin-amoxicillin+clavulanate-penicillinv-acetaminophen-doxylamine",3,"0-10","male","1967"
"aspirin-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","female","1964"
"aspirin-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","female","1978"
"aspirin-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","male","1962"
"aspirin-amoxicillin+clavulanate-penicillinv-doxylamine",3,"0-10","male","1970"
"aspirin-amoxicillin-acetaminophen",3,"0-10","female","1978"
"aspirin-amoxicillin-acetaminophen-penicillinv-doxylamine",3,"0-10","female","1978"
"aspirin-amoxicillin-clavulanate",3,"0-10","female","1975"
"aspirin-amoxicillin-clavulanate",3,"0-10","male","1971"
"aspirin-amoxicillin-clavulanate",3,"0-10","male","1977"
"aspirin-clavulanate-doxylamine",3,"0-10","male","1985"
"aspirin-doxylamine",3,"0-10","female","1952"
"aspirin-doxylamine",3,"0-10","female","1955"
"aspirin-doxylamine",3,"0-10","female","1960"
"aspirin-doxylamine",3,"0-10","female","1970"
"aspirin-doxylamine",3,"0-10","male","1958"
"aspirin-doxylamine",3,"0-10","male","1962"
"aspirin-doxylamine",3,"0-10","male","1966"
"aspirin-doxylamine",3,"0-10","male","1968"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1955"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1963"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1968"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1979"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1954"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1956"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1965"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1968"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1973"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"10-20","female","1963"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"10-20","male","1954"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"10-20","male","1970"
"aspirin-doxylamine-amoxicillin+clavulanate",3,"10-20","male","1978"
"aspirin-doxylamine-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1958"
"aspirin-doxylamine-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1961"
"aspirin-doxylamine-amoxicillin+clavulanate-penicillinv",3,"0-10","female","1973"
"aspirin-doxylamine-amoxicillin-penicillinv-clavulanate",3,"0-10","female","1977"
"aspirin-doxylamine-clavulanate",3,"0-10","male","1983"
"aspirin-doxylamine-penicillinv",3,"0-10","male","1959"
"aspirin-doxylamine-penicillinv-amoxicillin+clavulanate",3,"0-10","female","1964"
"aspirin-doxylamine-penicillinv-amoxicillin+clavulanate",3,"0-10","female","1965"
"aspirin-doxylamine-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1973"
"aspirin-penicillinv",3,"0-10","female","1952"
"aspirin-penicillinv",3,"0-10","female","1961"
"aspirin-penicillinv",3,"0-10","female","1967"
"aspirin-penicillinv",3,"0-10","female","1969"
"aspirin-penicillinv",3,"0-10","female","1970"
"aspirin-penicillinv",3,"0-10","female","1973"
"aspirin-penicillinv",3,"0-10","male","1965"
"aspirin-penicillinv",3,"0-10","male","1968"
"aspirin-penicillinv",3,"0-10","male","1970"
"aspirin-penicillinv",3,"10-20","male","1973"
"aspirin-penicillinv-acetaminophen",3,"0-10","female","1958"
"aspirin-penicillinv-acetaminophen",3,"0-10","female","1959"
"aspirin-penicillinv-acetaminophen",3,"0-10","female","1962"
"aspirin-penicillinv-acetaminophen",3,"0-10","female","1966"
"aspirin-penicillinv-acetaminophen",3,"0-10","female","1968"
"aspirin-penicillinv-acetaminophen",3,"0-10","female","1982"
"aspirin-penicillinv-acetaminophen",3,"0-10","male","1967"
"aspirin-penicillinv-acetaminophen",3,"0-10","male","1972"
"aspirin-penicillinv-acetaminophen+amoxicillin-clavulanate",3,"0-10","female","1961"
"aspirin-penicillinv-acetaminophen+doxylamine",3,"0-10","female","1970"
"aspirin-penicillinv-acetaminophen+doxylamine",3,"0-10","male","1965"
"aspirin-penicillinv-acetaminophen+doxylamine",3,"0-10","male","1970"
"aspirin-penicillinv-acetaminophen+doxylamine",3,"0-10","male","1976"
"aspirin-penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1953"
"aspirin-penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1955"
"aspirin-penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","male","1971"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1952"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1954"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1956"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1958"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1965"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1967"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1968"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1970"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","female","1978"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1954"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1959"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1960"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1961"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1962"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1964"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate",3,"0-10","male","1970"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1958"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1973"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1951"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1956"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1961"
"aspirin-penicillinv-acetaminophen-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1977"
"aspirin-penicillinv-acetaminophen-doxylamine",3,"0-10","female","1958"
"aspirin-penicillinv-acetaminophen-doxylamine",3,"0-10","female","1961"
"aspirin-penicillinv-acetaminophen-doxylamine",3,"0-10","female","1973"
"aspirin-penicillinv-acetaminophen-doxylamine",3,"0-10","male","1955"
"aspirin-penicillinv-acetaminophen-doxylamine-amoxicillin",3,"0-10","female","1956"
"aspirin-penicillinv-acetaminophen-doxylamine-amoxicillin",3,"0-10","male","1957"
"aspirin-penicillinv-acetaminophen-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1952"
"aspirin-penicillinv-acetaminophen-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1972"
"aspirin-penicillinv-acetaminophen-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1954"
"aspirin-penicillinv-acetaminophen-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1957"
"aspirin-penicillinv-acetaminophen-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1959"
"aspirin-penicillinv-acetaminophen-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1962"
"aspirin-penicillinv-acetaminophen-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1964"
"aspirin-penicillinv-acetaminophen-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1965"
"aspirin-penicillinv-acetaminophen-doxylamine-amoxicillin+clavulanate",3,"0-10","male","1973"
"aspirin-penicillinv-amoxicillin",3,"0-10","female","1967"
"aspirin-penicillinv-amoxicillin",3,"0-10","female","1974"
"aspirin-penicillinv-amoxicillin",3,"0-10","male","1969"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","female","1951"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","female","1953"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","female","1957"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","female","1968"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","female","1975"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1952"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1954"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1963"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1964"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1965"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1968"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1969"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"0-10","male","1976"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"10-20","female","1966"
"aspirin-penicillinv-amoxicillin+clavulanate",3,"10-20","male","1972"
"aspirin-penicillinv-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1959"
"aspirin-penicillinv-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1969"
"aspirin-penicillinv-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1972"
"aspirin-penicillinv-amoxicillin+clavulanate-acetaminophen",3,"0-10","female","1973"
"aspirin-penicillinv-amoxicillin+clavulanate-acetaminophen",3,"0-10","male","1972"
"aspirin-penicillinv-amoxicillin+clavulanate-acetaminophen",3,"0-10","male","1978"
"aspirin-penicillinv-amoxicillin+clavulanate-acetaminophen+doxylamine",3,"0-10","female","1956"
"aspirin-penicillinv-amoxicillin+clavulanate-acetaminophen+doxylamine",3,"0-10","male","1964"
"aspirin-penicillinv-amoxicillin+clavulanate-acetaminophen+doxylamine",3,"0-10","male","1967"
"aspirin-penicillinv-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","female","1961"
"aspirin-penicillinv-amoxicillin+clavulanate-acetaminophen-doxylamine",3,"0-10","female","1962"
"aspirin-penicillinv-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1963"
"aspirin-penicillinv-amoxicillin+clavulanate-doxylamine",3,"0-10","female","1968"
"aspirin-penicillinv-amoxicillin+clavulanate-doxylamine",3,"0-10","male","1976"
"aspirin-penicillinv-amoxicillin+clavulanate-doxylamine",3,"10-20","female","1964"
"aspirin-penicillinv-amoxicillin-doxylamine",3,"0-10","male","1964"
"aspirin-penicillinv-doxylamine",3,"0-10","female","1953"
"aspirin-penicillinv-doxylamine",3,"0-10","female","1954"
"aspirin-penicillinv-doxylamine",3,"0-10","female","1975"
"aspirin-penicillinv-doxylamine",3,"0-10","female","1976"
"aspirin-penicillinv-doxylamine",3,"0-10","female","1978"
"aspirin-penicillinv-doxylamine",3,"0-10","female","1985"
"aspirin-penicillinv-doxylamine",3,"0-10","male","1953"
"aspirin-penicillinv-doxylamine",3,"0-10","male","1963"
"aspirin-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1964"
"aspirin-penicillinv-doxylamine-amoxicillin+clavulanate",3,"0-10","female","1967"
"clavulanate",3,"0-10","female","1981"
"clavulanate",3,"0-10","male","1987"
"clavulanate",3,"10-20","male","1986"
"clavulanate-aspirin-penicillinv",3,"0-10","male","1985"
"doxylamine",3,"0-10","female","1958"
"doxylamine",3,"0-10","female","1977"
"doxylamine",3,"0-10","female","1978"
"doxylamine",3,"10-20","male","1975"
"doxylamine",3,"10-20","male","1978"
"doxylamine",3,"10-20","male","1984"
"doxylamine",3,"20-30","female","1976"
"doxylamine",3,"30-40","male","1981"
"doxylamine-amoxicillin+clavulanate",3,"0-10","female","1954"
"doxylamine-amoxicillin+clavulanate",3,"0-10","male","1969"
"doxylamine-amoxicillin+clavulanate",3,"0-10","male","1977"
"doxylamine-amoxicillin+clavulanate",3,"10-20","male","1972"
"doxylamine-amoxicillin+clavulanate",3,"10-20","male","1992"
"doxylamine-amoxicillin+clavulanate",3,"20-30","female","1973"
"doxylamine-amoxicillin+clavulanate",3,"20-30","female","1978"
"doxylamine-amoxicillin+clavulanate",3,"30-40","female","1962"
"doxylamine-amoxicillin+clavulanate-aspirin",3,"10-20","male","1960"
"doxylamine-amoxicillin+clavulanate-aspirin",3,"20-30","female","1956"
"doxylamine-amoxicillin+clavulanate-aspirin-penicillinv",3,"0-10","male","1967"
"doxylamine-amoxicillin+clavulanate-penicillinv",3,"10-20","male","1964"
"doxylamine-aspirin",3,"0-10","male","1961"
"doxylamine-aspirin",3,"0-10","male","1982"
"doxylamine-aspirin-amoxicillin",3,"0-10","female","1976"
"doxylamine-aspirin-amoxicillin+clavulanate",3,"10-20","male","1959"
"doxylamine-aspirin-penicillinv",3,"0-10","female","1963"
"doxylamine-aspirin-penicillinv-amoxicillin+clavulanate",3,"10-20","male","1958"
"doxylamine-penicillinv",3,"0-10","female","1975"
"doxylamine-penicillinv",3,"0-10","male","1963"
"doxylamine-penicillinv-amoxicillin+clavulanate",3,"0-10","female","1950"
"doxylamine-penicillinv-amoxicillin+clavulanate",3,"20-30","female","1976"
"doxylamine-penicillinv-amoxicillin-clavulanate",3,"0-10","female","1978"
"penicillinv",3,"0-10","female","1975"
"penicillinv",3,"0-10","female","1976"
"penicillinv",3,"0-10","male","1977"
"penicillinv",3,"10-20","female","1974"
"penicillinv",3,"40-50","female","1973"
"penicillinv",3,"40-50","male","1978"
"penicillinv-acetaminophen",3,"0-10","female","1953"
"penicillinv-acetaminophen",3,"0-10","female","1954"
"penicillinv-acetaminophen",3,"0-10","female","1959"
"penicillinv-acetaminophen",3,"0-10","female","1960"
"penicillinv-acetaminophen",3,"0-10","female","1961"
"penicillinv-acetaminophen",3,"0-10","female","1964"
"penicillinv-acetaminophen",3,"0-10","female","1965"
"penicillinv-acetaminophen",3,"0-10","female","1966"
"penicillinv-acetaminophen",3,"0-10","female","1972"
"penicillinv-acetaminophen",3,"0-10","female","1974"
"penicillinv-acetaminophen",3,"0-10","female","1977"
"penicillinv-acetaminophen",3,"0-10","female","1979"
"penicillinv-acetaminophen",3,"0-10","female","1981"
"penicillinv-acetaminophen",3,"0-10","male","1958"
"penicillinv-acetaminophen",3,"0-10","male","1966"
"penicillinv-acetaminophen",3,"0-10","male","1967"
"penicillinv-acetaminophen",3,"0-10","male","1969"
"penicillinv-acetaminophen",3,"0-10","male","1970"
"penicillinv-acetaminophen",3,"0-10","male","1971"
"penicillinv-acetaminophen",3,"0-10","male","1973"
"penicillinv-acetaminophen",3,"0-10","male","1975"
"penicillinv-acetaminophen",3,"0-10","male","1981"
"penicillinv-acetaminophen",3,"10-20","male","1976"
"penicillinv-acetaminophen",3,"10-20","male","1983"
"penicillinv-acetaminophen",3,"10-20","male","1988"
"penicillinv-acetaminophen",3,"20-30","female","1996"
"penicillinv-acetaminophen",3,"20-30","male","2002"
"penicillinv-acetaminophen+amoxicillin-aspirin-clavulanate",3,"0-10","female","1981"
"penicillinv-acetaminophen+amoxicillin-clavulanate",3,"0-10","female","1967"
"penicillinv-acetaminophen+amoxicillin-clavulanate",3,"0-10","male","1981"
"penicillinv-acetaminophen+amoxicillin-clavulanate",3,"10-20","female","1980"
"penicillinv-acetaminophen+amoxicillin-doxylamine-clavulanate",3,"0-10","female","1981"
"penicillinv-acetaminophen+doxylamine",3,"0-10","female","1979"
"penicillinv-acetaminophen+doxylamine",3,"0-10","male","1970"
"penicillinv-acetaminophen+doxylamine",3,"0-10","male","1987"
"penicillinv-acetaminophen+doxylamine",3,"0-10","male","1990"
"penicillinv-acetaminophen+doxylamine",3,"10-20","female","1974"
"penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1966"
"penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1967"
"penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","female","1969"
"penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","male","1950"
"penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","male","1954"
"penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"0-10","male","1971"
"penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"10-20","male","1971"
"penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"10-20","male","1972"
"penicillinv-acetaminophen+doxylamine-amoxicillin+clavulanate",3,"10-20","male","1984"
"penicillinv-acetaminophen+doxylamine-aspirin-amoxicillin",3,"0-10","male","1965"
"penicillinv-acetaminophen+doxylamine-aspirin-amoxicillin+clavulanate",3,"0-10","female","1968"
