"pathway","freq","age","sex","index_year","analysis_id"
"None",5,"all","male","1958",1
"None",5,"all","female","1959",1
"None",5,"all","male","1959",1
"None",5,"all","female","1961",1
"None",5,"all","male","1961",1
"None",5,"all","female","1962",1
"None",5,"all","male","1963",1
"None",5,"all","female","1964",1
"None",5,"all","male","1964",1
"None",5,"all","female","1965",1
"None",5,"all","female","1966",1
"None",5,"all","male","1967",1
"None",5,"all","female","1968",1
"None",5,"all","male","1968",1
"None",5,"all","female","1969",1
"None",5,"all","male","1969",1
"None",5,"all","female","1971",1
"None",5,"all","male","1971",1
"None",5,"all","female","1972",1
"None",5,"all","male","1972",1
"None",5,"all","female","1973",1
"None",5,"all","male","1973",1
"None",5,"all","female","1974",1
"None",5,"all","male","1974",1
"None",5,"all","female","1975",1
"None",5,"all","male","1975",1
"None",5,"all","female","1976",1
"None",5,"all","male","1976",1
"None",5,"all","female","1977",1
"None",5,"all","male","1977",1
"None",5,"all","female","1978",1
"None",5,"all","male","1978",1
"None",5,"all","female","1979",1
"None",5,"all","male","1979",1
"None",5,"all","female","1980",1
"None",5,"all","male","1980",1
"None",5,"all","female","1981",1
"None",5,"all","male","1981",1
"None",5,"all","female","1982",1
"None",5,"all","male","1982",1
"None",5,"all","female","1983",1
"None",5,"all","male","1983",1
"None",5,"all","female","1984",1
"None",5,"all","female","1985",1
"None",5,"all","male","1985",1
"None",5,"all","male","1986",1
"None",5,"all","female","1987",1
"None",5,"all","male","1987",1
"None",5,"all","male","1988",1
"None",5,"all","female","1989",1
"None",5,"all","female","1990",1
"None",5,"all","male","1990",1
"None",5,"all","female","1994",1
"None",5,"all","male","1994",1
"None",5,"all","female","1995",1
"None",5,"all","male","1995",1
"None",5,"all","female","1997",1
"None",5,"all","male","2003",1
"None",5,"all","male","2008",1
"acetaminophen",5,"all","female","1950",1
"acetaminophen",5,"all","male","1950",1
"acetaminophen",5,"all","male","1951",1
"acetaminophen",5,"all","female","1952",1
"acetaminophen",5,"all","male","1952",1
"acetaminophen",5,"all","female","1953",1
"acetaminophen",5,"all","male","1953",1
"acetaminophen",5,"all","female","1954",1
"acetaminophen",5,"all","female","1955",1
"acetaminophen",5,"all","male","1955",1
"acetaminophen",5,"all","female","1956",1
"acetaminophen",5,"all","male","1956",1
"acetaminophen",5,"all","female","1957",1
"acetaminophen",5,"all","male","1957",1
"acetaminophen",5,"all","female","1958",1
"acetaminophen",5,"all","male","1958",1
"acetaminophen",5,"all","female","1959",1
"acetaminophen",5,"all","female","1960",1
"acetaminophen",5,"all","male","1960",1
"acetaminophen",5,"all","female","1961",1
"acetaminophen",5,"all","male","1961",1
"acetaminophen",5,"all","female","1962",1
"acetaminophen",5,"all","male","1962",1
"acetaminophen",5,"all","female","1963",1
"acetaminophen",5,"all","male","1963",1
"acetaminophen",5,"all","female","1964",1
"acetaminophen",5,"all","male","1964",1
"acetaminophen",5,"all","female","1965",1
"acetaminophen",5,"all","male","1965",1
"acetaminophen",5,"all","female","1966",1
"acetaminophen",5,"all","male","1966",1
"acetaminophen",5,"all","female","1967",1
"acetaminophen",5,"all","male","1967",1
"acetaminophen",5,"all","female","1968",1
"acetaminophen",5,"all","male","1968",1
"acetaminophen",5,"all","female","1969",1
"acetaminophen",5,"all","male","1969",1
"acetaminophen",5,"all","female","1970",1
"acetaminophen",6,"all","male","1970",1
"acetaminophen",5,"all","female","1971",1
"acetaminophen",5,"all","male","1971",1
"acetaminophen",5,"all","female","1972",1
"acetaminophen",5,"all","male","1972",1
"acetaminophen",6,"all","female","1973",1
"acetaminophen",6,"all","male","1973",1
"acetaminophen",5,"all","female","1974",1
"acetaminophen",5,"all","male","1974",1
"acetaminophen",5,"all","female","1975",1
"acetaminophen",6,"all","male","1975",1
"acetaminophen",5,"all","female","1976",1
"acetaminophen",6,"all","male","1976",1
"acetaminophen",5,"all","female","1977",1
"acetaminophen",5,"all","male","1977",1
"acetaminophen",5,"all","female","1978",1
"acetaminophen",5,"all","male","1978",1
"acetaminophen",6,"all","female","1979",1
"acetaminophen",5,"all","male","1979",1
"acetaminophen",5,"all","female","1980",1
"acetaminophen",5,"all","male","1980",1
"acetaminophen",5,"all","female","1981",1
"acetaminophen",5,"all","male","1981",1
"acetaminophen",5,"all","female","1982",1
"acetaminophen",5,"all","male","1982",1
"acetaminophen",5,"all","female","1983",1
"acetaminophen",5,"all","male","1983",1
"acetaminophen",5,"all","female","1984",1
"acetaminophen",5,"all","male","1984",1
"acetaminophen",5,"all","male","1985",1
"acetaminophen",5,"all","female","1986",1
"acetaminophen",5,"all","female","1987",1
"acetaminophen",5,"all","female","1988",1
"acetaminophen",5,"all","male","1988",1
"acetaminophen",5,"all","female","1989",1
"acetaminophen",5,"all","male","1989",1
"acetaminophen",5,"all","male","1992",1
"acetaminophen",5,"all","female","1993",1
"acetaminophen",5,"all","female","1994",1
"acetaminophen",5,"all","male","1994",1
"acetaminophen",5,"all","female","1995",1
"acetaminophen",5,"all","male","1995",1
"acetaminophen",5,"all","female","1996",1
"acetaminophen",5,"all","female","1997",1
"acetaminophen",5,"all","male","2002",1
"acetaminophen+amoxicillin",5,"all","male","1979",1
"acetaminophen+amoxicillin",5,"all","female","1980",1
"acetaminophen+amoxicillin",5,"all","male","1980",1
"acetaminophen+amoxicillin",5,"all","female","1981",1
"acetaminophen+amoxicillin",5,"all","male","1981",1
"acetaminophen+amoxicillin",5,"all","female","1982",1
"acetaminophen+amoxicillin",5,"all","male","1982",1
"acetaminophen+amoxicillin",5,"all","female","1983",1
"acetaminophen+amoxicillin",5,"all","female","1986",1
"acetaminophen+amoxicillin+clavulanate",5,"all","male","1956",1
"acetaminophen+amoxicillin-aspirin",5,"all","female","1980",1
"acetaminophen+amoxicillin-aspirin",5,"all","male","1980",1
"acetaminophen+amoxicillin-aspirin",5,"all","female","1981",1
"acetaminophen+amoxicillin-aspirin",5,"all","male","1981",1
"acetaminophen+amoxicillin-aspirin",5,"all","male","1983",1
"acetaminophen+amoxicillin-aspirin",5,"all","female","1985",1
"acetaminophen+amoxicillin-aspirin-clavulanate",5,"all","female","1980",1
"acetaminophen+amoxicillin-aspirin-clavulanate",5,"all","female","1983",1
"acetaminophen+amoxicillin-aspirin-doxylamine",5,"all","female","1980",1
"acetaminophen+amoxicillin-clavulanate",5,"all","female","1967",1
"acetaminophen+amoxicillin-clavulanate",5,"all","female","1976",1
"acetaminophen+amoxicillin-clavulanate",5,"all","female","1980",1
"acetaminophen+amoxicillin-clavulanate",5,"all","male","1980",1
"acetaminophen+amoxicillin-clavulanate",5,"all","female","1981",1
"acetaminophen+amoxicillin-clavulanate",5,"all","male","1981",1
"acetaminophen+amoxicillin-clavulanate",5,"all","female","1982",1
"acetaminophen+amoxicillin-clavulanate",5,"all","male","1984",1
"acetaminophen+amoxicillin-clavulanate-doxylamine",5,"all","male","1974",1
"acetaminophen+amoxicillin-doxylamine",5,"all","female","1975",1
"acetaminophen+amoxicillin-doxylamine",5,"all","female","1979",1
"acetaminophen+amoxicillin-doxylamine",5,"all","female","1981",1
"acetaminophen+amoxicillin-doxylamine",5,"all","male","1985",1
"acetaminophen+doxylamine",5,"all","male","1959",1
"acetaminophen+doxylamine",5,"all","female","1961",1
"acetaminophen+doxylamine",5,"all","male","1962",1
"acetaminophen+doxylamine",5,"all","male","1963",1
"acetaminophen+doxylamine",5,"all","female","1965",1
"acetaminophen+doxylamine",5,"all","female","1966",1
"acetaminophen+doxylamine",5,"all","male","1968",1
"acetaminophen+doxylamine",5,"all","male","1970",1
"acetaminophen+doxylamine",5,"all","female","1972",1
"acetaminophen+doxylamine",5,"all","male","1972",1
"acetaminophen+doxylamine",5,"all","female","1974",1
"acetaminophen+doxylamine",5,"all","male","1980",1
"acetaminophen+doxylamine",5,"all","female","1985",1
"acetaminophen+doxylamine",5,"all","female","1989",1
"acetaminophen+doxylamine",5,"all","male","1989",1
"acetaminophen+doxylamine",5,"all","male","1999",1
"acetaminophen+doxylamine-amoxicillin",5,"all","female","1975",1
"acetaminophen+doxylamine-amoxicillin+clavulanate",5,"all","female","1950",1
"acetaminophen+doxylamine-amoxicillin+clavulanate",5,"all","male","1955",1
"acetaminophen+doxylamine-amoxicillin+clavulanate",5,"all","male","1958",1
"acetaminophen+doxylamine-amoxicillin+clavulanate",5,"all","female","1965",1
"acetaminophen+doxylamine-amoxicillin+clavulanate",5,"all","female","1967",1
"acetaminophen+doxylamine-amoxicillin+clavulanate",5,"all","male","1970",1
"acetaminophen+doxylamine-amoxicillin+clavulanate",5,"all","male","1971",1
"acetaminophen+doxylamine-amoxicillin+clavulanate",5,"all","female","1973",1
"acetaminophen+doxylamine-amoxicillin+clavulanate",5,"all","female","1974",1
"acetaminophen+doxylamine-amoxicillin+clavulanate",5,"all","female","1976",1
"acetaminophen+doxylamine-amoxicillin+clavulanate",5,"all","female","1978",1
"acetaminophen+doxylamine-amoxicillin+clavulanate-aspirin",5,"all","male","1963",1
"acetaminophen+doxylamine-amoxicillin-clavulanate",5,"all","male","1972",1
"acetaminophen+doxylamine-amoxicillin-clavulanate",5,"all","female","1973",1
"acetaminophen+doxylamine-amoxicillin-clavulanate",5,"all","female","1979",1
"acetaminophen+doxylamine-aspirin",5,"all","female","1950",1
"acetaminophen+doxylamine-aspirin",5,"all","male","1952",1
"acetaminophen+doxylamine-aspirin",5,"all","male","1955",1
"acetaminophen+doxylamine-aspirin",5,"all","male","1961",1
"acetaminophen+doxylamine-aspirin",5,"all","male","1965",1
"acetaminophen+doxylamine-aspirin",5,"all","male","1966",1
"acetaminophen+doxylamine-aspirin",5,"all","female","1968",1
"acetaminophen+doxylamine-aspirin",5,"all","male","1969",1
"acetaminophen+doxylamine-aspirin",5,"all","male","1976",1
"acetaminophen+doxylamine-aspirin",5,"all","female","1979",1
"acetaminophen+doxylamine-aspirin",5,"all","male","1984",1
"acetaminophen+doxylamine-aspirin-amoxicillin+clavulanate",5,"all","female","1957",1
"acetaminophen+doxylamine-aspirin-amoxicillin+clavulanate",5,"all","male","1959",1
"acetaminophen+doxylamine-aspirin-amoxicillin+clavulanate",5,"all","male","1963",1
"acetaminophen+doxylamine-aspirin-amoxicillin+clavulanate",5,"all","male","1973",1
"acetaminophen-acetaminophen+amoxicillin-clavulanate",5,"all","female","1980",1
"acetaminophen-amoxicillin",5,"all","female","1955",1
"acetaminophen-amoxicillin",5,"all","female","1966",1
"acetaminophen-amoxicillin",5,"all","male","1969",1
"acetaminophen-amoxicillin",5,"all","male","1970",1
"acetaminophen-amoxicillin",5,"all","male","1971",1
"acetaminophen-amoxicillin",5,"all","female","1972",1
"acetaminophen-amoxicillin",5,"all","male","1972",1
"acetaminophen-amoxicillin",5,"all","female","1973",1
"acetaminophen-amoxicillin",5,"all","female","1974",1
"acetaminophen-amoxicillin",5,"all","female","1975",1
"acetaminophen-amoxicillin",5,"all","male","1975",1
"acetaminophen-amoxicillin",5,"all","male","1976",1
"acetaminophen-amoxicillin",5,"all","female","1977",1
"acetaminophen-amoxicillin",5,"all","male","1978",1
"acetaminophen-amoxicillin",5,"all","male","1979",1
"acetaminophen-amoxicillin",5,"all","male","1980",1
"acetaminophen-amoxicillin",5,"all","female","1981",1
"acetaminophen-amoxicillin+aspirin",5,"all","female","1977",1
"acetaminophen-amoxicillin+aspirin",5,"all","male","1977",1
"acetaminophen-amoxicillin+aspirin-clavulanate",5,"all","male","1975",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1950",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1950",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1951",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1951",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1952",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1953",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1953",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1954",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1954",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1955",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1956",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1956",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1957",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1957",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1958",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1958",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1959",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1960",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1960",1
"acetaminophen-amoxicillin+clavulanate",6,"all","female","1961",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1961",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1962",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1962",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1963",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1963",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1964",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1964",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1965",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1965",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1966",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1967",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1967",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1968",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1968",1
"acetaminophen-amoxicillin+clavulanate",6,"all","female","1969",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1969",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1970",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1970",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1971",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1971",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1972",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1972",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1973",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1973",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1974",1
"acetaminophen-amoxicillin+clavulanate",9,"all","male","1974",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1975",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1975",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1976",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1976",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1977",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1977",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1978",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1978",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1979",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1980",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1980",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1981",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1981",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1982",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1983",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1983",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1984",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1985",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1985",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1986",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1986",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1987",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1987",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1988",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1989",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1991",1
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1993",1
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1994",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1951",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1952",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1953",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1954",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1955",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1957",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","female","1958",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1960",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","female","1961",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1961",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","female","1962",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","female","1963",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","female","1964",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1964",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1966",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1968",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","female","1972",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","female","1973",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","female","1974",1
"acetaminophen-amoxicillin+clavulanate-aspirin",5,"all","male","1974",1
"acetaminophen-amoxicillin+clavulanate-aspirin-doxylamine",5,"all","female","1950",1
"acetaminophen-amoxicillin+clavulanate-aspirin-doxylamine",5,"all","female","1964",1
"acetaminophen-amoxicillin+clavulanate-aspirin-doxylamine",5,"all","male","1964",1
"acetaminophen-amoxicillin+clavulanate-aspirin-doxylamine",5,"all","male","1967",1
"acetaminophen-amoxicillin+clavulanate-aspirin-doxylamine",5,"all","female","1972",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1953",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","male","1953",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1954",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","male","1954",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","male","1956",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1957",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1959",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1961",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1965",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","male","1966",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","male","1972",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1973",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","male","1973",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1975",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1976",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","male","1976",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1977",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","male","1979",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1981",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","male","1982",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","female","1983",1
"acetaminophen-amoxicillin+clavulanate-doxylamine",5,"all","male","1984",1
"acetaminophen-amoxicillin+clavulanate-doxylamine-aspirin",5,"all","male","1961",1
"acetaminophen-amoxicillin+clavulanate-doxylamine-aspirin",5,"all","female","1967",1
"acetaminophen-amoxicillin-aspirin",5,"all","male","1974",1
"acetaminophen-amoxicillin-aspirin-clavulanate",5,"all","female","1979",1
"acetaminophen-amoxicillin-aspirin-clavulanate",5,"all","male","1984",1
"acetaminophen-amoxicillin-clavulanate",5,"all","female","1967",1
"acetaminophen-amoxicillin-clavulanate",5,"all","male","1972",1
"acetaminophen-amoxicillin-clavulanate",5,"all","female","1974",1
"acetaminophen-amoxicillin-clavulanate",5,"all","female","1978",1
"acetaminophen-amoxicillin-clavulanate",5,"all","female","1980",1
"acetaminophen-amoxicillin-clavulanate",5,"all","male","1981",1
"acetaminophen-amoxicillin-clavulanate",5,"all","male","1983",1
"acetaminophen-amoxicillin-clavulanate",5,"all","male","1987",1
"acetaminophen-amoxicillin-clavulanate-doxylamine",5,"all","male","1968",1
"acetaminophen-amoxicillin-clavulanate-doxylamine",5,"all","female","1977",1
"acetaminophen-amoxicillin-clavulanate-doxylamine",5,"all","female","1983",1
"acetaminophen-amoxicillin-doxylamine-aspirin-clavulanate",5,"all","female","1981",1
"acetaminophen-amoxicillin-doxylamine-clavulanate",5,"all","female","1956",1
"acetaminophen-amoxicillin-doxylamine-clavulanate",5,"all","male","1983",1
"acetaminophen-aspirin",5,"all","female","1950",1
"acetaminophen-aspirin",5,"all","male","1950",1
"acetaminophen-aspirin",5,"all","female","1951",1
"acetaminophen-aspirin",5,"all","female","1952",1
"acetaminophen-aspirin",5,"all","male","1952",1
"acetaminophen-aspirin",5,"all","female","1953",1
"acetaminophen-aspirin",5,"all","male","1953",1
"acetaminophen-aspirin",5,"all","female","1954",1
"acetaminophen-aspirin",5,"all","male","1954",1
"acetaminophen-aspirin",5,"all","female","1956",1
"acetaminophen-aspirin",5,"all","male","1956",1
"acetaminophen-aspirin",5,"all","male","1957",1
"acetaminophen-aspirin",5,"all","male","1958",1
"acetaminophen-aspirin",5,"all","female","1959",1
"acetaminophen-aspirin",5,"all","male","1959",1
"acetaminophen-aspirin",5,"all","female","1960",1
"acetaminophen-aspirin",5,"all","male","1960",1
"acetaminophen-aspirin",5,"all","female","1961",1
"acetaminophen-aspirin",5,"all","male","1961",1
"acetaminophen-aspirin",5,"all","female","1962",1
"acetaminophen-aspirin",5,"all","male","1962",1
"acetaminophen-aspirin",5,"all","female","1963",1
"acetaminophen-aspirin",5,"all","female","1964",1
"acetaminophen-aspirin",5,"all","male","1964",1
"acetaminophen-aspirin",5,"all","female","1965",1
"acetaminophen-aspirin",5,"all","male","1966",1
"acetaminophen-aspirin",5,"all","female","1967",1
"acetaminophen-aspirin",5,"all","male","1967",1
"acetaminophen-aspirin",5,"all","female","1968",1
"acetaminophen-aspirin",5,"all","male","1968",1
"acetaminophen-aspirin",5,"all","female","1969",1
"acetaminophen-aspirin",5,"all","male","1969",1
"acetaminophen-aspirin",5,"all","female","1970",1
"acetaminophen-aspirin",5,"all","male","1970",1
"acetaminophen-aspirin",5,"all","female","1971",1
"acetaminophen-aspirin",5,"all","male","1971",1
"acetaminophen-aspirin",5,"all","female","1972",1
"acetaminophen-aspirin",5,"all","male","1972",1
"acetaminophen-aspirin",5,"all","male","1973",1
"acetaminophen-aspirin",5,"all","male","1974",1
"acetaminophen-aspirin",5,"all","female","1975",1
"acetaminophen-aspirin",5,"all","male","1975",1
"acetaminophen-aspirin",5,"all","male","1976",1
"acetaminophen-aspirin",5,"all","female","1977",1
"acetaminophen-aspirin",5,"all","male","1978",1
"acetaminophen-aspirin",5,"all","female","1980",1
"acetaminophen-aspirin",5,"all","female","1981",1
"acetaminophen-aspirin-amoxicillin",5,"all","female","1965",1
"acetaminophen-aspirin-amoxicillin",5,"all","male","1969",1
"acetaminophen-aspirin-amoxicillin",5,"all","female","1970",1
"acetaminophen-aspirin-amoxicillin",5,"all","male","1970",1
"acetaminophen-aspirin-amoxicillin",5,"all","male","1977",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1950",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1952",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1953",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1953",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1954",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1954",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1955",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1956",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1956",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1957",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1957",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1958",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1960",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1960",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1961",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1961",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1962",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1962",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1963",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1963",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1964",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1964",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1965",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1965",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1966",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1967",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1967",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1968",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1969",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1969",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1970",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1970",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1971",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1971",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1972",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1973",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1974",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1975",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1977",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1978",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1979",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","female","1983",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1983",1
"acetaminophen-aspirin-amoxicillin+clavulanate",5,"all","male","1985",1
"acetaminophen-aspirin-amoxicillin+clavulanate-doxylamine",5,"all","female","1951",1
"acetaminophen-aspirin-amoxicillin+clavulanate-doxylamine",5,"all","male","1955",1
"acetaminophen-aspirin-amoxicillin+clavulanate-doxylamine",5,"all","female","1959",1
"acetaminophen-aspirin-amoxicillin+clavulanate-doxylamine",5,"all","male","1959",1
"acetaminophen-aspirin-amoxicillin+clavulanate-doxylamine",5,"all","female","1961",1
"acetaminophen-aspirin-amoxicillin+clavulanate-doxylamine",5,"all","female","1965",1
